PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Customer ID
No,Mailed check,20.9,20.9,7243-LCGGZ
Yes,Mailed check,21.05,21.05,8267-KFGYD
No,Electronic check,71.5,4576.3,4890-VMUAV
No,Mailed check,54.65,189.1,9261-WDCAF
No,Credit card (automatic),19.2,908.15,3764-MNMOI
Yes,Credit card (automatic),49.8,49.8,7442-YGZFK
No,Mailed check,25.5,215.2,0420-BWTPW
No,Bank transfer (automatic),20.5,1500.95,8229-BUJHX
Yes,Credit card (automatic),90.4,5099.15,7449-HVPIV
Yes,Bank transfer (automatic),90.25,6385.95,5504-WSIUR
No,Electronic check,80.75,159.45,8183-ONMXC
No,Bank transfer (automatic),104.6,6885.75,8466-PZBLH
Yes,Bank transfer (automatic),91.85,5940.85,9614-RMGHA
No,Credit card (automatic),50.2,668.85,8735-IJJEG
Yes,Bank transfer (automatic),95.5,1916.2,0564-MUUQK
Yes,Electronic check,75.35,75.35,5054-IEXZT
Yes,Electronic check,75.45,75.45,5834-ASPWA
Yes,Bank transfer (automatic),95.4,4613.95,0701-RFGFI
Yes,Bank transfer (automatic),101.3,7261.25,0019-EFAEP
No,Electronic check,53.1,2459.8,5619-PTMIK
Yes,Bank transfer (automatic),84.85,2048.8,3737-XBQDD
No,Electronic check,34.25,163.55,5882-CMAZQ
No,Credit card (automatic),88.6,2888.7,5846-QFDFI
Yes,Bank transfer (automatic),60.15,2421.6,4445-KWOKW
Yes,Credit card (automatic),99.95,2292.75,3511-APPBJ
No,Bank transfer (automatic),70.7,553.4,7967-HYCDE
Yes,Mailed check,54.8,3465.7,2430-RRYUW
Yes,Bank transfer (automatic),49.55,1210.4,3948-XHGNA
No,Credit card (automatic),54.8,1291.3,3723-BFBGR
Yes,Credit card (automatic),78.6,5356.45,0565-IYCGT
Yes,Mailed check,100.3,5200.8,5447-WZAFP
No,Electronic check,53.6,3237.05,5110-CHOPY
Yes,Electronic check,81.1,576.65,5445-UTODQ
Yes,Credit card (automatic),19.35,433.75,4425-OWHWB
No,Electronic check,85.6,1868.4,7892-QVYKW
Yes,Electronic check,80.8,5728.55,9675-ICXCT
Yes,Electronic check,74.95,825.7,1024-VRZHF
No,Mailed check,19.6,390.4,4703-MQYKT
Yes,Electronic check,93.55,93.55,9497-QCMMS
Yes,Electronic check,90.7,2845.15,5692-ICXLW
No,Mailed check,69.75,3894.4,0602-DDUML
Yes,Bank transfer (automatic),20,886.4,2208-MPXIO
Yes,Electronic check,95.25,1021.55,1960-UYCNN
Yes,Credit card (automatic),102.1,5885.4,0348-SDKOL
No,Mailed check,19.95,268.4,3190-FZATL
No,Mailed check,80.85,2204.35,7336-RLLRH
Yes,Bank transfer (automatic),90.9,1259,4373-MAVJG
No,Mailed check,29.2,309.1,8901-HJXTF
Yes,Bank transfer (automatic),93.3,6398.05,7710-JSYOA
Yes,Bank transfer (automatic),89.15,2257.75,5419-KLXBN
Yes,Electronic check,108.85,6287.25,3424-NMNBO
Yes,Credit card (automatic),46.35,1662.05,9885-MFVSU
Yes,Electronic check,84.75,1350.15,4514-GFCFI
No,Credit card (automatic),78.75,3600.65,0607-MVMGC
Yes,Electronic check,83.55,1329.15,3365-SAIGS
Yes,Electronic check,45.7,45.7,9828-AOQLM
No,Mailed check,19.6,422.5,8022-BECSI
Yes,Electronic check,69.95,69.95,8000-REIQB
No,Mailed check,67.85,4627.65,9993-LHIEB
Yes,Bank transfer (automatic),105.65,6717.9,0266-CLZKZ
No,Electronic check,44.6,97.1,7615-ESMYF
Yes,Electronic check,74.95,1710.45,3858-VOBET
No,Credit card (automatic),75.5,637.4,7020-OZKXZ
No,Mailed check,20.15,117.95,3977-QCRSL
No,Credit card (automatic),45.2,2460.55,0017-DINOC
Yes,Electronic check,95.25,5464.65,1447-PJGGA
Yes,Mailed check,89.85,2165.05,8565-CLBZW
No,Mailed check,100.45,4941.8,9139-WQQDY
No,Electronic check,47.15,223.15,0224-HJAPT
Yes,Electronic check,80.2,181.1,8086-OVPWV
Yes,Mailed check,87.1,341.45,9430-FRQOC
Yes,Bank transfer (automatic),79.25,5731.85,7639-OPLNG
Yes,Bank transfer (automatic),75.9,357.75,3074-GQWYX
No,Electronic check,85.7,4616.1,1492-QGCLU
Yes,Electronic check,98.75,4533.7,6845-RGTYS
No,Credit card (automatic),20.1,589.25,7328-OWMOM
No,Bank transfer (automatic),61.8,750.1,4418-LZMSV
No,Mailed check,49.9,1410.25,5155-AZQPB
No,Electronic check,86.45,830.85,8861-HGGKB
No,Bank transfer (automatic),20.4,743.5,1087-GRUYI
Yes,Mailed check,45.3,45.3,7065-YUNRY
No,Electronic check,104.1,7040.85,7694-VLBWQ
Yes,Mailed check,75.4,3865.45,2546-KZAAT
No,Mailed check,108.15,6825.65,0181-RITDD
Yes,Electronic check,86.25,1340.1,5989-PGKJB
Yes,Electronic check,81,371.65,4795-KTRTH
No,Electronic check,95.7,1184,8272-ONJLV
Yes,Bank transfer (automatic),116.85,8477.7,1488-PBLJN
No,Bank transfer (automatic),105.75,7382.85,0308-GIQJT
No,Mailed check,20.15,456.85,3778-FOAQW
No,Mailed check,19.6,331.6,4452-ROHMO
Yes,Credit card (automatic),90.6,6056.15,6481-OGDOO
No,Bank transfer (automatic),60.95,134.6,3090-LETTY
No,Mailed check,25.05,125.5,5349-AZPEW
No,Electronic check,88.15,1390.6,3753-TSEMP
Yes,Mailed check,20.2,20.2,8305-VHZBZ
Yes,Bank transfer (automatic),60.3,2511.3,9720-JJJOR
Yes,Electronic check,63.95,2737.05,8100-HZZLJ
No,Electronic check,74.3,74.3,8775-ERLNB
Yes,Mailed check,70.6,70.6,8309-IEYJD
Yes,Electronic check,90.8,2361.8,9172-JITSM
Yes,Electronic check,79.35,1730.35,6298-QDFNH
No,Bank transfer (automatic),90.55,6404,7398-HPYZQ
No,Mailed check,19.45,165.35,3546-GHEAE
No,Bank transfer (automatic),64.45,1867.6,7361-YPXFS
No,Electronic check,69.65,1043.3,6557-BZXLQ
No,Mailed check,19.5,128.6,2550-QHZGP
Yes,Bank transfer (automatic),110.5,7455.45,7519-JTWQH
No,Mailed check,24.7,24.7,2538-OIMXF
Yes,Electronic check,77.4,206.15,8543-MSDMF
Yes,Bank transfer (automatic),96.8,2030.3,9961-JBNMK
Yes,Bank transfer (automatic),85.4,5869.4,1170-SASML
Yes,Bank transfer (automatic),47.6,3377.8,4872-JCVCA
No,Mailed check,19.4,1346.2,5346-BZCHP
Yes,Electronic check,103.85,4946.05,2038-LLMLM
Yes,Bank transfer (automatic),83.35,4065,6173-ITPWD
Yes,Electronic check,49.4,106.55,9734-UYXQI
Yes,Credit card (automatic),108.45,4964.7,1216-BGTSP
No,Bank transfer (automatic),81,4085.75,4138-NAXED
Yes,Electronic check,79.2,1742.75,2189-UXTKY
No,Bank transfer (automatic),86.65,6224.8,0744-BIKKF
Yes,Electronic check,92.95,3415.25,7483-IQWIB
No,Electronic check,90.35,6325.25,5248-KWLAR
No,Electronic check,48.7,340.25,4958-GZWIY
Yes,Credit card (automatic),25.15,1683.6,7996-MHXLW
Yes,Bank transfer (automatic),76.4,3966.3,7833-PKIHD
No,Bank transfer (automatic),19.55,608.5,7061-OVMIM
No,Electronic check,85.35,2896.6,5153-RTHKF
Yes,Mailed check,24.8,1514.85,1852-QSWCD
Yes,Bank transfer (automatic),103.15,6792.45,4832-VRBMR
No,Mailed check,100.75,4669.2,9079-LWTFD
Yes,Electronic check,95.6,95.6,6356-ELRKD
Yes,Credit card (automatic),59.75,2934.3,8624-GIOUT
No,Credit card (automatic),94.1,6302.8,3392-EHMNK
No,Bank transfer (automatic),19.35,779.2,5986-WWXDV
No,Mailed check,19.9,283.75,3061-BCKYI
Yes,Credit card (automatic),108.15,4600.7,6179-GJPSO
Yes,Electronic check,101.05,5594,7901-TBKJX
No,Credit card (automatic),59.1,772.85,7228-PAQPD
No,Electronic check,71.35,71.35,3177-LASXD
Yes,Mailed check,55.85,857.8,7746-QYVCO
Yes,Electronic check,106.05,7554.05,5804-HYIEZ
Yes,Credit card (automatic),84.1,5981.65,9919-FZDED
Yes,Credit card (automatic),75.3,1702.9,5934-TSSAU
No,Mailed check,24.7,467.15,3486-KHMLI
Yes,Mailed check,20.15,20.15,4897-QSUYC
No,Bank transfer (automatic),69.75,69.75,1084-UQCHV
Yes,Electronic check,93.2,2931,8290-YWKHZ
No,Electronic check,80.85,1400.85,2955-BJZHG
Yes,Electronic check,33.65,137.85,3806-DXQOM
No,Electronic check,55.8,1941.5,6784-XYJAE
No,Credit card (automatic),39.7,1932.75,3933-DQPWX
Yes,Credit card (automatic),29.5,1423.05,6661-EIPZC
No,Credit card (automatic),20.15,970.85,8957-THMOA
No,Credit card (automatic),79.55,5810.9,2251-PYLPB
No,Credit card (automatic),24.8,223.9,5555-RNPGT
No,Mailed check,19.65,391.7,1057-FOGLZ
Yes,Electronic check,79.95,79.95,9300-RENDD
No,Electronic check,19.3,19.3,0761-AETCS
Yes,Electronic check,94.05,811.65,8087-LGYHQ
No,Mailed check,90.75,174.75,4137-BTIKL
Yes,Credit card (automatic),78.85,3126.85,2190-BCXEC
No,Bank transfer (automatic),99.5,6841.45,6227-FBDXH
Yes,Electronic check,99.2,3754.6,2153-MREFK
Yes,Credit card (automatic),80.55,1406.65,2911-WDXMV
Yes,Electronic check,70.2,834.7,7206-PQBBZ
Yes,Credit card (automatic),85.2,627.4,3106-ULWFW
No,Electronic check,75.25,242,0925-VYDLG
No,Credit card (automatic),59.45,3157,4547-FZJWE
Yes,Electronic check,93.35,3092,7422-WNBTY
No,Bank transfer (automatic),44.95,2168.9,0842-IWYCP
No,Bank transfer (automatic),26.1,980.35,3521-HTQTV
No,Electronic check,20.2,65.95,3744-ZBHON
No,Mailed check,21.25,711.9,3373-DIUUN
No,Electronic check,59.4,1952.8,8383-SGHJU
Yes,Credit card (automatic),95,4368.85,7607-QKKTJ
Yes,Mailed check,61.9,2647.1,7707-PYBBH
Yes,Electronic check,118.65,8477.6,8984-HPEMB
No,Electronic check,54.35,54.35,4349-GFQHK
No,Bank transfer (automatic),64.45,4528,4139-DETXS
Yes,Electronic check,80.15,1790.65,9779-DPNEJ
Yes,Bank transfer (automatic),20.2,845.6,9805-FILKB
No,Mailed check,21,1210.3,5793-YOLJN
No,Mailed check,20.45,20.45,0673-IGUQO
Yes,Mailed check,75.85,854.45,4123-FCVCB
Yes,Electronic check,80.45,2429.1,8819-IMISP
Yes,Electronic check,24.95,100.4,7802-EFKNY
Yes,Electronic check,75.5,5229.45,8311-UEUAB
No,Mailed check,44.45,44.45,5858-EAFCZ
Yes,Electronic check,42.35,1716.45,8035-BUYVG
Yes,Credit card (automatic),74.55,3023.55,1163-ONYEY
Yes,Electronic check,75.3,75.3,9787-XVQIU
Yes,Electronic check,94.8,4837.6,8945-MUQUF
No,Credit card (automatic),48.15,2032.3,5656-MJEFC
No,Mailed check,19.65,436.9,6082-OQFBA
Yes,Electronic check,70.55,70.55,8051-HJRLT
No,Mailed check,20.15,20.15,8974-OVACP
Yes,Credit card (automatic),106.6,5893.95,4010-YLMVT
Yes,Electronic check,91,1430.05,1379-FRVEB
Yes,Bank transfer (automatic),25.4,313,8612-GXIDD
No,Bank transfer (automatic),69.95,3871.85,6288-CHQJB
Yes,Electronic check,66.85,458.1,8160-HOWOX
No,Credit card (automatic),86.15,2745.7,3023-GFLBR
No,Electronic check,20.15,341.35,6648-INWPS
No,Mailed check,64.85,1336.8,4223-BKEOR
No,Electronic check,74.85,2181.75,4079-VTGLK
Yes,Mailed check,50.5,147.75,1763-WQFUK
No,Electronic check,72.9,818.45,1391-UBDAR
Yes,Credit card (automatic),115.05,7133.45,8894-JVDCV
No,Electronic check,19,348.8,2023-VQFDL
No,Mailed check,19.55,128.6,1345-GKDZZ
Yes,Electronic check,101.1,4674.4,2014-MKGMH
Yes,Electronic check,84.1,1737.45,5628-FCGYG
Yes,Bank transfer (automatic),24.15,1498.85,2560-WBWXF
Yes,Electronic check,50.1,50.1,0248-IPDFW
Yes,Electronic check,74.6,1797.75,7978-DKUQH
No,Mailed check,19.75,498.1,4335-UPJSI
Yes,Electronic check,85,2624.25,0524-IAVZO
No,Electronic check,80.55,184.1,2737-YNGYW
Yes,Bank transfer (automatic),106.8,5498.8,1784-EZDKJ
Yes,Electronic check,84.5,4845.4,9297-FVVDH
No,Bank transfer (automatic),25.05,369.1,8007-YYPWD
Yes,Bank transfer (automatic),83.7,6096.9,7101-HRBLJ
Yes,Electronic check,75.8,160.75,5159-YFPKQ
No,Credit card (automatic),96.6,2684.35,6635-CPNUN
Yes,Electronic check,98.5,3004.15,4021-RQSNY
Yes,Credit card (automatic),101.1,6994.8,5453-YBTWV
No,Mailed check,20.2,273.25,5039-LZRQT
Yes,Electronic check,94.05,5483.9,2931-VUVJN
Yes,Electronic check,95.25,1233.65,9061-TIHDA
Yes,Mailed check,74.4,527.9,8699-ASUFO
No,Mailed check,81,4985.9,6418-PIQSP
Yes,Electronic check,60.25,1258.35,8220-OCUFY
No,Electronic check,60.85,111.4,3995-WFCSM
No,Credit card (automatic),43.95,43.95,1895-QTKDO
No,Electronic check,86.05,308.1,2038-OEQZH
No,Credit card (automatic),20.25,383.65,1178-PZGAB
No,Electronic check,85.15,2555.9,7927-AUXBZ
Yes,Credit card (automatic),19.4,1284.2,2626-VEEWG
Yes,Credit card (automatic),102.65,7550.3,2878-RMWXY
No,Credit card (automatic),19.9,1110.05,1657-DYMBM
No,Electronic check,19.55,99.6,7311-MQJCH
Yes,Credit card (automatic),95.5,6707.15,7375-WMVMT
Yes,Credit card (automatic),84.15,4164.4,1136-XGEQU
Yes,Electronic check,103.2,5873.75,2530-FMFXO
Yes,Credit card (automatic),50.2,109.25,6844-DZKRF
Yes,Electronic check,88.55,179.25,4695-WJZUE
No,Electronic check,54.75,1338.15,7619-ODSGN
No,Credit card (automatic),19.95,862.4,5970-GHJAW
Yes,Electronic check,116.25,8564.75,8879-XUAHX
Yes,Electronic check,31.2,926.2,3689-MOZGR
No,Bank transfer (automatic),24.45,1718.2,4195-PNGZS
No,Credit card (automatic),84.2,5956.85,5003-XZWWO
Yes,Electronic check,91.3,91.3,3988-RQIXO
Yes,Bank transfer (automatic),85.65,4824.45,7622-FWGEW
Yes,Mailed check,21.2,1238.65,6922-NCEDI
Yes,Electronic check,79.5,79.5,2514-GINMM
No,Mailed check,25.55,672.2,9891-NQDBD
No,Mailed check,20.2,382.2,6131-IUNXN
No,Electronic check,63.85,4264.6,8548-AWOFC
Yes,Mailed check,61.95,1070.7,9798-DRYDS
No,Mailed check,25.75,1345.85,8532-UEFWH
No,Electronic check,58.2,1045.25,6296-DDOOR
No,Bank transfer (automatic),85.85,3003.55,7951-VRDVK
Yes,Mailed check,70.1,467.55,5931-FLJJF
Yes,Credit card (automatic),104.9,7537.5,4815-YOSUK
Yes,Electronic check,111.3,7482.1,2659-VXMWZ
Yes,Electronic check,99.85,3343.15,0380-NEAVX
Yes,Bank transfer (automatic),95.25,5427.05,3207-OYBWH
Yes,Electronic check,86.25,587.1,4285-GYRQC
Yes,Electronic check,100.8,100.8,7216-EWTRS
Yes,Bank transfer (automatic),19.55,161.15,4365-MSDYN
No,Electronic check,104,7028.5,7036-TYDEC
Yes,Mailed check,104.4,5232.9,5802-ADBRC
No,Mailed check,19.5,225.85,8076-FEZKJ
No,Credit card (automatic),25.25,274.7,5197-YPYBZ
Yes,Electronic check,86.3,1180.95,8337-MSSXB
Yes,Bank transfer (automatic),49.85,3370.2,4312-GVYNH
Yes,Bank transfer (automatic),108.95,7111.3,8495-LJDFO
No,Credit card (automatic),89.9,5958.85,0839-JTCUD
Yes,Credit card (automatic),82,5999.85,5494-WOZRZ
No,Electronic check,89.95,1648.45,1302-UHBDD
Yes,Bank transfer (automatic),79.35,5753.25,2234-EOFPT
No,Credit card (automatic),64.05,4492.9,8619-IJNDK
Yes,Credit card (automatic),101.15,3956.7,8378-LKJAF
Yes,Electronic check,89.95,2625.55,8182-BJDSI
Yes,Electronic check,76.45,1233.4,2528-HFYZX
Yes,Electronic check,39.1,1309,1153-GNOLC
No,Mailed check,34.6,813.45,3298-QEICA
Yes,Electronic check,19.55,1108.8,0788-DXBFY
Yes,Bank transfer (automatic),104.45,7349.35,3597-YASZG
No,Electronic check,70.5,294.2,3496-LFSZU
No,Mailed check,20.35,929.2,5242-UOWHD
Yes,Electronic check,70,740,2482-CZGBB
No,Credit card (automatic),19.45,754.5,6479-SZPLM
Yes,Mailed check,69.9,3883.3,8097-VBQTZ
No,Mailed check,59.7,1414.2,4500-HKANN
Yes,Credit card (automatic),78.35,3211.2,9917-KWRBE
Yes,Mailed check,71.45,371.6,3420-ZDBMA
Yes,Credit card (automatic),45.85,1246.4,2212-LYASK
Yes,Electronic check,95.85,95.85,1393-IMKZG
No,Credit card (automatic),35.7,2545.7,8069-RHUXK
Yes,Credit card (automatic),89.55,6448.85,3398-GCPMU
Yes,Credit card (automatic),24.95,1468.9,2908-WGAXL
No,Electronic check,24.85,1013.6,3378-AJRAO
Yes,Electronic check,100.8,6690.75,1013-QCWAM
Yes,Mailed check,64.4,2088.75,0866-QLSIR
No,Bank transfer (automatic),105.35,7240.65,6050-FFXES
Yes,Electronic check,102.45,102.45,7181-BQYBV
No,Credit card (automatic),19.65,830.25,0362-RAOQO
Yes,Bank transfer (automatic),54.45,1588.7,9554-DFKIC
No,Mailed check,70.5,829.3,5527-ACHSO
No,Credit card (automatic),20.1,302.45,0829-DDVLK
Yes,Electronic check,69.35,712.25,1399-UBQIU
No,Bank transfer (automatic),19.8,1336.65,1813-JLKWR
No,Bank transfer (automatic),74.4,5360.75,0336-PIKEI
Yes,Bank transfer (automatic),93.05,6735.05,7322-OCWHC
No,Mailed check,51.2,51.2,9537-VHDTA
No,Credit card (automatic),65.6,1010,4957-TIALW
No,Credit card (automatic),80.55,4847.05,2054-PJOCK
No,Mailed check,52.7,3019.7,9150-HEPMB
No,Mailed check,20.85,161.65,9030-QGZNL
No,Credit card (automatic),80.1,217.55,6204-IEUXJ
Yes,Credit card (automatic),52.15,2583.75,3126-WQMGH
Yes,Electronic check,80.2,146.05,4529-CKBCL
Yes,Bank transfer (automatic),98.15,567.45,2506-CLAKW
Yes,Bank transfer (automatic),114.95,7711.25,7176-WRTNX
Yes,Mailed check,112.95,1384.75,1583-IHQZE
Yes,Bank transfer (automatic),104.45,5481.25,5732-IKGQH
Yes,Credit card (automatic),113.65,8124.2,9239-GZHZE
Yes,Bank transfer (automatic),20.6,827.3,7205-BAIAD
No,Mailed check,70.9,70.9,0151-ONTOV
Yes,Electronic check,86.85,220.95,4140-MUHUG
Yes,Electronic check,91.55,3673.6,0093-EXYQL
Yes,Electronic check,49.85,49.85,8064-RAVOH
No,Credit card (automatic),19.8,576.65,0219-QAERP
Yes,Electronic check,99.85,2331.3,0320-JDNQG
Yes,Electronic check,74.5,74.5,7180-PISOG
No,Electronic check,104.15,4495.65,9168-INPSZ
Yes,Electronic check,109.15,6941.2,3571-RFHAR
Yes,Electronic check,48.2,340.35,0015-UOCOJ
Yes,Credit card (automatic),25.1,1789.9,5334-AFQJB
Yes,Credit card (automatic),100.15,908.55,2754-SDJRD
Yes,Credit card (automatic),65.2,1043.35,9578-VRMNM
Yes,Credit card (automatic),99.5,6822.15,1587-FKLZB
Yes,Mailed check,71.55,71.55,6140-QNRQQ
No,Mailed check,55.9,157.55,8963-JLGJT
No,Electronic check,93.9,5029.2,4307-KTUMW
Yes,Credit card (automatic),64.4,581.7,1465-LNTLJ
Yes,Bank transfer (automatic),108.4,7318.2,5440-FLBQG
Yes,Mailed check,85.3,420.45,2135-DQWAQ
No,Mailed check,107.45,7576.7,4056-QHXHZ
Yes,Bank transfer (automatic),48.75,633.4,7470-MCQTK
Yes,Electronic check,85.65,321.65,7488-MXJIV
No,Credit card (automatic),91.3,4965,7401-JIXNM
No,Bank transfer (automatic),85.95,6151.9,9339-FIIJL
Yes,Electronic check,106.7,1253.9,2027-FECZV
Yes,Electronic check,25.15,25.15,2672-DZUOY
No,Electronic check,45.2,45.2,4706-DGAHW
No,Electronic check,110.35,5893.15,3870-MQAMG
Yes,Credit card (automatic),79.2,5420.65,6670-MFRPK
No,Credit card (automatic),55.5,2627.35,6177-PEVRA
Yes,Credit card (automatic),103.25,5037.55,4800-CZMPC
Yes,Electronic check,90.25,743.75,4813-HQMGZ
Yes,Mailed check,91.25,6589.6,7579-KKLOE
Yes,Electronic check,47.8,92.45,7377-DMMRI
Yes,Credit card (automatic),100.9,6733.15,8402-EIVQS
Yes,Bank transfer (automatic),97.7,3410,4947-DSMXK
Yes,Electronic check,69.85,199.85,7245-NIIWQ
Yes,Mailed check,65.6,593.3,0002-ORFBO
Yes,Bank transfer (automatic),104.65,7288.4,3324-OIRTO
Yes,Credit card (automatic),90.45,5229.8,5414-OFQCB
Yes,Bank transfer (automatic),63.7,4464.8,4967-WPNCF
Yes,Electronic check,104.5,5068.05,8552-OBVRU
No,Mailed check,20.1,401.85,8499-BRXTD
Yes,Credit card (automatic),104.3,4451.85,9154-QDGTH
Yes,Bank transfer (automatic),93.25,6688.95,8197-BFWVU
Yes,Bank transfer (automatic),73.45,2661.1,2577-GVSIL
No,Mailed check,20.7,73.05,9367-OIUXP
No,Mailed check,25.25,1211.65,6770-UAYGJ
No,Bank transfer (automatic),100.5,7030.65,6463-HHXJR
No,Electronic check,90.6,1020.2,7928-VJYAB
Yes,Credit card (automatic),89.4,5597.65,1187-WILMM
Yes,Bank transfer (automatic),95.45,6223.3,9776-OJUZI
No,Credit card (automatic),20.45,1024.65,1306-RPWXZ
Yes,Credit card (automatic),98.6,2933.2,8949-JTMAY
Yes,Electronic check,83.05,1258.3,2774-LVQUS
Yes,Electronic check,19.95,82.9,3097-PYWXL
No,Credit card (automatic),109.15,7789.6,2266-SJNAT
Yes,Credit card (automatic),85.7,2067,0869-PAPRP
No,Bank transfer (automatic),102.05,3452.55,4238-JSSWH
No,Electronic check,94.7,5468.95,2972-YDYUW
No,Electronic check,64.4,1802.15,1104-FEJAM
Yes,Mailed check,26.8,733.55,2809-ILCYT
Yes,Credit card (automatic),66.05,3021.45,5499-ECUTN
No,Bank transfer (automatic),65.2,3687.85,4981-FLTMF
Yes,Credit card (automatic),85.05,1391.15,9121-PHQSR
Yes,Mailed check,55.8,274.35,3113-IWHLC
Yes,Bank transfer (automatic),70.4,1214.05,3211-ILJTT
Yes,Bank transfer (automatic),104.75,5510.65,4612-THJBS
No,Bank transfer (automatic),19.95,1322.85,4277-BWBML
Yes,Electronic check,94.25,1973.75,4094-NSEDU
No,Credit card (automatic),45,2196.3,0234-TEVTT
No,Bank transfer (automatic),114.9,7843.55,4304-TSPVK
No,Bank transfer (automatic),106.4,3211.9,1552-AAGRX
Yes,Mailed check,46.1,130.15,2637-FKFSY
No,Mailed check,39.7,692.35,9796-MVYXX
Yes,Bank transfer (automatic),20.05,85.5,7874-ECPQJ
Yes,Credit card (automatic),95.75,6849.4,0020-INWCK
No,Mailed check,24.4,203.95,7089-RKVSZ
No,Bank transfer (automatic),33.6,2117.2,2683-JXWQQ
No,Bank transfer (automatic),90.45,6565.85,9548-ZMVTX
Yes,Electronic check,84,424.75,8739-XNIKG
No,Bank transfer (automatic),67.4,3306.85,9755-JHNMN
Yes,Bank transfer (automatic),19.7,168.9,3981-QSVQI
Yes,Electronic check,80.35,253.8,2789-HQBOU
No,Mailed check,19.6,197.4,9424-CMPOG
Yes,Bank transfer (automatic),54.2,3838.2,5067-WJEUN
Yes,Credit card (automatic),45.2,2065.15,3450-WXOAT
No,Mailed check,75.1,5064.45,9251-WNSOD
No,Electronic check,19.7,1140.05,6974-DAFLI
Yes,Bank transfer (automatic),72.75,2447.45,2616-UUTFK
No,Credit card (automatic),20.05,1263.9,7064-JHXCE
No,Mailed check,45.95,45.95,5103-MHMHY
Yes,Electronic check,39.2,1838.15,7989-AWGEH
Yes,Electronic check,44.75,44.75,4373-VVHQL
Yes,Electronic check,82.65,1185,4559-UWIHT
No,Bank transfer (automatic),93.9,1743.9,7268-IGMFD
Yes,Electronic check,70.15,70.15,1846-XWOQN
Yes,Credit card (automatic),85.55,85.55,0235-KGSLC
Yes,Credit card (automatic),117.15,8529.5,6650-BWFRT
No,Credit card (automatic),99.25,6549.45,9570-KYEUA
Yes,Bank transfer (automatic),112.55,7806.5,6993-YGFJV
Yes,Electronic check,25.7,25.7,2712-SYWAY
No,Credit card (automatic),90.3,6287.3,0730-BGQGF
Yes,Credit card (automatic),49.4,3251.85,5498-IBWPI
No,Mailed check,19.4,50.6,9101-NTIXF
Yes,Bank transfer (automatic),109.7,7904.25,0013-SMEOE
Yes,Electronic check,61.25,729.95,9314-QDMDW
Yes,Electronic check,55.3,2654.05,9308-ANMVE
Yes,Electronic check,70.3,2416.55,2884-GBPFB
No,Bank transfer (automatic),106.35,3520.75,3757-NJYBX
Yes,Bank transfer (automatic),103.75,5969.95,3413-DHLPB
No,Mailed check,19.5,226.8,7649-PHJVR
No,Credit card (automatic),39.5,1082.75,6114-TCFID
Yes,Electronic check,26.05,565.75,3787-TRIAL
Yes,Credit card (automatic),91.05,4370.75,2573-GYRUU
No,Mailed check,29.65,90.05,5156-UMKOW
No,Mailed check,50.2,2169.4,1247-QBVSH
No,Electronic check,105.3,550.6,6734-GMPVK
Yes,Electronic check,55.45,55.45,9822-OAOVB
No,Electronic check,85.45,6300.85,6161-ERDGD
No,Electronic check,19.8,160.05,1226-JZNKR
Yes,Electronic check,59.25,436.6,7318-EIVKO
Yes,Credit card (automatic),90.7,1781.35,3771-PZOBW
Yes,Mailed check,103.7,3467,5136-KCKGI
Yes,Credit card (automatic),79.05,5552.5,8231-BSWXX
Yes,Electronic check,90.7,2835.5,6486-LHTMA
No,Credit card (automatic),95,3591.25,4083-BFNYK
Yes,Electronic check,88.35,88.35,3722-WPXTK
Yes,Mailed check,30.25,63.75,7389-KBFIT
Yes,Bank transfer (automatic),49.85,617.15,7176-WIONM
No,Bank transfer (automatic),93,870.25,5141-ZUVBH
Yes,Electronic check,54.55,601.25,1089-HDMKP
No,Mailed check,19.7,111.65,7623-HKYRK
Yes,Bank transfer (automatic),84.8,6046.1,0310-SUCIN
Yes,Credit card (automatic),94.45,3923.8,5197-PYEPU
Yes,Electronic check,94.2,777.3,2929-ERCFZ
Yes,Electronic check,96.25,512.45,7548-SEPYI
Yes,Electronic check,70.7,141.45,8835-VSDSE
No,Mailed check,20.85,892.15,6619-RPLQZ
Yes,Credit card (automatic),60,1682.05,3275-RHRNE
No,Electronic check,80.45,3398.9,3503-TYDAY
