PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer ID
Yes,No,No,No,No,No,No,No,No,0794-YVSGE
Yes,Yes,DSL,No,Yes,No,No,No,No,5423-BHIXO
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,6908-VVYHM
No,No ,DSL,Yes,No,No,No,Yes,Yes,2959-EEXWB
Yes,Yes,No,No ,No ,No ,No ,No ,No ,1839-UMACK
Yes,Yes,Fiber optic,No,No,No,No,No,No,3030-YDNRM
Yes,No,No,No ,No ,No ,No ,No ,No ,7321-KKSDU
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,3402-XRIUO
No,No ,DSL,No,No,No,No,Yes,Yes,3132-TVFDZ
Yes,No,DSL,Yes,No,No,No,No,No,8286-AFUYI
Yes,No,DSL,No,No,No,No,No,No,8080-DDEMJ
Yes,No,DSL,No,No,No,No,No,No,8356-WUAOJ
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,6365-MTGZX
Yes,No,No,No,No,No,No,No,No,1349-WXNGG
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,8058-DMYRU
Yes,Yes,No,No,No,No,No,No,No,9350-ZXYJC
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,6990-YNRIO
Yes,Yes,No,No,No,No,No,No,No,8958-JPTRR
Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,6959-GQEGV
Yes,No,No,No ,No ,No ,No ,No ,No ,3173-WSSUE
Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,1265-HVPZB
No,No,DSL,No,Yes,Yes,No,No,No,4115-UMJFQ
Yes,No,No,No,No,No,No,No,No,7369-TRPFD
Yes,No,No,No,No,No,No,No,No,1098-KFQEC
Yes,No,No,No,No,No,No,No,No,7190-XHTWJ
Yes,No,DSL,No,No,No,No,No,No,0621-TWIEM
Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,3537-RYBHH
No,No,DSL,No,No,No,No,No,Yes,2485-ITVKB
Yes,No,DSL,No,No,No,No,No,No,3669-OYSJI
Yes,No,DSL,No,No,No,No,No,No,1612-EOHDH
No,No,DSL,No,Yes,Yes,No,No,Yes,6702-OHFWR
Yes,No,No,No,No,No,No,No,No,5296-BFCYD
Yes,No,DSL,Yes,Yes,No,No,No,No,4510-PYUSH
Yes,No,DSL,Yes,No,Yes,Yes,No,No,9359-JANWS
Yes,No,Fiber optic,Yes,No,No,No,No,No,7517-SAWMO
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4143-HHPMK
Yes,No,No,No,No,No,No,No,No,3279-DYZQM
Yes,No,DSL,No,No,No,No,No,No,7054-LGEQW
No,No,DSL,No,Yes,Yes,Yes,Yes,No,0523-VNGTF
Yes,Yes,No,No,No,No,No,No,No,9575-IWCAZ
Yes,No,DSL,No,No,Yes,No,No,Yes,7105-MXJLL
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,7064-FRRSW
Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,7940-UQQUG
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,0923-PNFUB
Yes,No,DSL,No,No,No,No,No,No,3961-SXAXY
Yes,Yes,No,No,No,No,No,No,No,7010-BRBUU
Yes,No,DSL,No,No,No,No,No,No,3566-HJGPK
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3062-ICYZQ
Yes,No,No,No,No,No,No,No,No,9938-PRCVK
Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,0973-KYVNF
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,5129-HHMZC
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9637-CDTKZ
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3946-JEWRQ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7873-CVMAW
Yes,No,No,No ,No ,No ,No ,No ,No ,0463-WZZKO
Yes,No,Fiber optic,No,No,No,No,No,No,3494-JCHRQ
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,6474-FVJLC
No,No ,DSL,Yes,Yes,No,No,No,Yes,4524-QCSSM
Yes,No,DSL,Yes,No,No,No,No,Yes,5832-EXGTT
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,8840-DQLGN
Yes,No,DSL,Yes,Yes,No,No,No,No,2039-JONDJ
Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,7217-JYHOQ
Yes,No,DSL,Yes,No,Yes,Yes,No,No,6695-FRVEC
Yes,Yes,Fiber optic,No,No,No,No,No,No,4547-LYTDD
Yes,No,DSL,No,Yes,Yes,No,No,No,9894-QMIMJ
No,No,DSL,No,Yes,No,No,No,No,8069-YQQAJ
Yes,No,No,No ,No ,No ,No ,No ,No ,6770-XUAGN
Yes,No,DSL,No,No,No,No,No,No,4193-ORFCL
No,No,DSL,No,Yes,No,No,Yes,Yes,1636-NTNCO
Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,3466-WAESX
No,No,DSL,No,No,No,No,Yes,Yes,9281-PKKZE
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,3638-VBZTA
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,7459-IMVYU
Yes,No,DSL,No,Yes,No,No,No,No,7776-QWNFX
Yes,No,Fiber optic,No,No,No,No,No,Yes,6689-TCZHQ
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,8563-OYMQY
Yes,No,No,No ,No ,No ,No ,No ,No ,0754-EEBDC
Yes,No,No,No ,No ,No ,No ,No ,No ,5777-ZPQNC
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1951-IEYXM
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3318-NMQXL
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,3143-ILDAL
Yes,Yes,No,No,No,No,No,No,No,1022-RKXDR
No,No ,DSL,No,Yes,No,Yes,No,No,2361-FJWNO
Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,2272-UOINI
Yes,No,No,No ,No ,No ,No ,No ,No ,8232-UTFOZ
Yes,No,No,No ,No ,No ,No ,No ,No ,3750-YHRYO
No,No,DSL,No,Yes,No,No,No,No,6637-KYRCV
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,5668-MEISB
Yes,No,No,No ,No ,No ,No ,No ,No ,0129-QMPDR
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,7188-CBBBA
Yes,Yes,DSL,No,No,No,Yes,Yes,No,5356-CSVSQ
Yes,No,DSL,No,No,No,Yes,No,No,3221-CJMSG
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,4720-VSTSI
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3219-JQRSL
Yes,No,DSL,Yes,No,No,Yes,No,No,2801-NISEI
Yes,No,DSL,No,No,Yes,No,No,No,3946-MHCZW
Yes,No,No,No,No,No,No,No,No,4623-ZKHLY
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,6732-VAILE
Yes,Yes,DSL,No,No,No,No,Yes,No,8201-AAXCB
Yes,No,No,No,No,No,No,No,No,7696-CFTAT
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1845-CSBRZ
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,2123-VSCOT
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6651-AZVTJ
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,4566-GOLUK
Yes,No,No,No,No,No,No,No,No,2484-DGXPZ
Yes,No,Fiber optic,No,No,No,No,No,Yes,2018-QKYGT
Yes,No,No,No,No,No,No,No,No,2792-VPPET
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7409-JURKQ
Yes,No,No,No,No,No,No,No,No,3247-MHJKM
Yes,No,No,No,No,No,No,No,No,1964-SVLEA
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,4587-NUKOX
Yes,No,No,No ,No ,No ,No ,No ,No ,7297-DVYGA
Yes,No,DSL,Yes,Yes,No,Yes,No,No,2239-CGBUZ
Yes,No,No,No,No,No,No,No,No,0854-UYHZD
Yes,No,No,No,No,No,No,No,No,7243-LCGGZ
Yes,No,No,No,No,No,No,No,No,8267-KFGYD
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,4890-VMUAV
Yes,No,DSL,No,No,No,No,No,Yes,9261-WDCAF
Yes,No,No,No,No,No,No,No,No,3764-MNMOI
Yes,Yes,DSL,No,No,No,No,No,No,7442-YGZFK
No,No ,DSL,No,No,No,No,No,No,0420-BWTPW
Yes,No,No,No,No,No,No,No,No,8229-BUJHX
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,7449-HVPIV
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,5504-WSIUR
Yes,No,Fiber optic,No,No,No,No,No,Yes,8183-ONMXC
Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,8466-PZBLH
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,9614-RMGHA
Yes,No,DSL,No,No,Yes,No,No,No,8735-IJJEG
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,0564-MUUQK
Yes,No,Fiber optic,No,Yes,No,No,No,No,5054-IEXZT
Yes,Yes,Fiber optic,No,No,No,No,No,No,5834-ASPWA
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0701-RFGFI
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,0019-EFAEP
Yes,Yes,DSL,Yes,No,No,No,No,No,5619-PTMIK
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,3737-XBQDD
No,No ,DSL,No,Yes,No,Yes,No,No,5882-CMAZQ
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,5846-QFDFI
Yes,Yes,DSL,Yes,Yes,No,No,No,No,4445-KWOKW
Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,3511-APPBJ
Yes,No,Fiber optic,No,No,No,No,No,No,7967-HYCDE
Yes,No,DSL,Yes,Yes,No,No,No,No,2430-RRYUW
Yes,No,DSL,Yes,No,No,No,No,No,3948-XHGNA
Yes,Yes,DSL,No,Yes,No,No,No,No,3723-BFBGR
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0565-IYCGT
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,5447-WZAFP
No,No,DSL,Yes,No,Yes,No,Yes,Yes,5110-CHOPY
Yes,No,Fiber optic,No,No,No,No,Yes,No,5445-UTODQ
Yes,No,No,No,No,No,No,No,No,4425-OWHWB
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,7892-QVYKW
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,9675-ICXCT
Yes,Yes,Fiber optic,No,No,No,No,No,No,1024-VRZHF
Yes,No,No,No,No,No,No,No,No,4703-MQYKT
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,9497-QCMMS
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5692-ICXLW
Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,0602-DDUML
Yes,No,No,No,No,No,No,No,No,2208-MPXIO
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,1960-UYCNN
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0348-SDKOL
Yes,No,No,No,No,No,No,No,No,3190-FZATL
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,7336-RLLRH
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,4373-MAVJG
No,No ,DSL,No,Yes,No,No,No,No,8901-HJXTF
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,7710-JSYOA
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,5419-KLXBN
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3424-NMNBO
No,No ,DSL,Yes,No,No,Yes,Yes,No,9885-MFVSU
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4514-GFCFI
Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,0607-MVMGC
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,3365-SAIGS
Yes,No,DSL,No,No,No,No,No,No,9828-AOQLM
Yes,No,No,No ,No ,No ,No ,No ,No ,8022-BECSI
Yes,No,Fiber optic,No,No,No,No,No,No,8000-REIQB
Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,9993-LHIEB
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0266-CLZKZ
No,No ,DSL,No,No,No,No,Yes,Yes,7615-ESMYF
Yes,Yes,Fiber optic,No,No,No,No,No,No,3858-VOBET
Yes,No,Fiber optic,No,No,Yes,No,No,No,7020-OZKXZ
Yes,No,No,No,No,No,No,No,No,3977-QCRSL
No,No,DSL,Yes,No,No,Yes,Yes,No,0017-DINOC
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1447-PJGGA
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,8565-CLBZW
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,9139-WQQDY
Yes,Yes,DSL,No,No,No,No,No,No,0224-HJAPT
Yes,No,Fiber optic,No,No,No,No,No,Yes,8086-OVPWV
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,9430-FRQOC
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,7639-OPLNG
Yes,Yes,Fiber optic,No,No,No,No,No,No,3074-GQWYX
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,1492-QGCLU
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,6845-RGTYS
Yes,No,No,No ,No ,No ,No ,No ,No ,7328-OWMOM
Yes,No,DSL,No,Yes,Yes,Yes,No,No,4418-LZMSV
Yes,Yes,DSL,No,No,No,No,No,No,5155-AZQPB
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,8861-HGGKB
Yes,No,No,No,No,No,No,No,No,1087-GRUYI
Yes,No,DSL,No,No,No,No,No,No,7065-YUNRY
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7694-VLBWQ
Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,2546-KZAAT
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0181-RITDD
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,5989-PGKJB
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4795-KTRTH
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,8272-ONJLV
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1488-PBLJN
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,0308-GIQJT
Yes,No,No,No,No,No,No,No,No,3778-FOAQW
Yes,No,No,No,No,No,No,No,No,4452-ROHMO
Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,6481-OGDOO
Yes,Yes,DSL,Yes,Yes,No,No,No,No,3090-LETTY
No,No ,DSL,No,No,No,No,No,No,5349-AZPEW
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3753-TSEMP
Yes,No,No,No,No,No,No,No,No,8305-VHZBZ
Yes,No,DSL,Yes,Yes,Yes,No,No,No,9720-JJJOR
Yes,No,DSL,Yes,Yes,No,No,No,Yes,8100-HZZLJ
Yes,Yes,Fiber optic,No,No,No,No,No,No,8775-ERLNB
Yes,No,Fiber optic,No,No,No,No,No,No,8309-IEYJD
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,9172-JITSM
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,6298-QDFNH
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7398-HPYZQ
Yes,No,No,No ,No ,No ,No ,No ,No ,3546-GHEAE
Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,7361-YPXFS
Yes,No,Fiber optic,No,No,No,No,No,No,6557-BZXLQ
Yes,No,No,No,No,No,No,No,No,2550-QHZGP
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7519-JTWQH
No,No,DSL,No,No,No,No,No,No,2538-OIMXF
Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,8543-MSDMF
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,9961-JBNMK
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,1170-SASML
No,No ,DSL,Yes,Yes,Yes,Yes,No,No,4872-JCVCA
Yes,No,No,No,No,No,No,No,No,5346-BZCHP
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,2038-LLMLM
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,6173-ITPWD
Yes,Yes,DSL,No,No,No,No,No,No,9734-UYXQI
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1216-BGTSP
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4138-NAXED
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,2189-UXTKY
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0744-BIKKF
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,7483-IQWIB
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,5248-KWLAR
Yes,No,DSL,No,No,Yes,No,No,No,4958-GZWIY
Yes,Yes,No,No,No,No,No,No,No,7996-MHXLW
Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,7833-PKIHD
Yes,No,No,No ,No ,No ,No ,No ,No ,7061-OVMIM
Yes,Yes,Fiber optic,No ,No,No,No,Yes,No,5153-RTHKF
Yes,Yes,No,No ,No ,No ,No ,No ,No ,1852-QSWCD
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,4832-VRBMR
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,9079-LWTFD
Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,6356-ELRKD
Yes,Yes,DSL,Yes,Yes,No,No,No,No,8624-GIOUT
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,3392-EHMNK
Yes,No,No,No,No,No,No,No,No,5986-WWXDV
Yes,No,No,No,No,No,No,No,No,3061-BCKYI
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,6179-GJPSO
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,7901-TBKJX
Yes,No,DSL,No,No,No,Yes,No,Yes,7228-PAQPD
Yes,No,Fiber optic,No,No,No,No,No,No,3177-LASXD
Yes,No,DSL,Yes,Yes,No,No,No,No,7746-QYVCO
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,5804-HYIEZ
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,9919-FZDED
Yes,No,Fiber optic,No,No,Yes,No,No,No,5934-TSSAU
Yes,Yes,No,No,No,No,No,No,No,3486-KHMLI
Yes,No,No,No,No,No,No,No,No,4897-QSUYC
Yes,No,Fiber optic,No,No,No,No,No,No,1084-UQCHV
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,8290-YWKHZ
Yes,No,Fiber optic,No,No,No,No,Yes,No,2955-BJZHG
No,No,DSL,Yes,Yes,No,No,No,No,3806-DXQOM
Yes,Yes,DSL,No,No,Yes,No,No,No,6784-XYJAE
No,No ,DSL,No,Yes,Yes,Yes,No,No,3933-DQPWX
No,No ,DSL,No,No,No,Yes,No,No,6661-EIPZC
Yes,No,No,No ,No ,No ,No ,No ,No ,8957-THMOA
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2251-PYLPB
Yes,Yes,No,No ,No ,No ,No ,No ,No ,5555-RNPGT
Yes,No,No,No ,No ,No ,No ,No ,No ,1057-FOGLZ
Yes,No,Fiber optic,No ,No,No,No,Yes,No,9300-RENDD
Yes,No,No,No ,No ,No ,No ,No ,No ,0761-AETCS
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,8087-LGYHQ
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,4137-BTIKL
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,2190-BCXEC
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6227-FBDXH
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,2153-MREFK
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,2911-WDXMV
Yes,No,Fiber optic,No,No,No,No,No,No,7206-PQBBZ
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,3106-ULWFW
Yes,Yes,Fiber optic,No,No,No,No,No,No,0925-VYDLG
Yes,No,DSL,Yes,No,No,No,No,Yes,4547-FZJWE
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,7422-WNBTY
Yes,No,DSL,No,No,No,No,No,No,0842-IWYCP
Yes,Yes,No,No,No,No,No,No,No,3521-HTQTV
Yes,No,No,No,No,No,No,No,No,3744-ZBHON
Yes,No,No,No,No,No,No,No,No,3373-DIUUN
Yes,Yes,DSL,Yes,No,No,Yes,No,No,8383-SGHJU
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,7607-QKKTJ
Yes,No,DSL,Yes,Yes,No,Yes,No,No,7707-PYBBH
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8984-HPEMB
Yes,Yes,DSL,No,No,Yes,No,No,No,4349-GFQHK
No,No ,DSL,Yes,Yes,Yes,Yes,Yes,Yes,4139-DETXS
Yes,No,Fiber optic,No,No,No,No,No,Yes,9779-DPNEJ
Yes,No,No,No,No,No,No,No,No,9805-FILKB
Yes,No,No,No,No,No,No,No,No,5793-YOLJN
Yes,No,No,No,No,No,No,No,No,0673-IGUQO
Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,4123-FCVCB
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,8819-IMISP
No,No,DSL,No,No,No,No,No,No,7802-EFKNY
Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,8311-UEUAB
Yes,No,DSL,No,No,No,No,No,No,5858-EAFCZ
No,No,DSL,Yes,Yes,Yes,No,No,No,8035-BUYVG
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,1163-ONYEY
Yes,Yes,Fiber optic,No,No,No,No,No,No,9787-XVQIU
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,8945-MUQUF
No,No ,DSL,Yes,No,Yes,Yes,Yes,No,5656-MJEFC
Yes,No,No,No ,No ,No ,No ,No ,No ,6082-OQFBA
Yes,No,Fiber optic,No ,No,No,No,No,No,8051-HJRLT
Yes,No,No,No ,No ,No ,No ,No ,No ,8974-OVACP
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,4010-YLMVT
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,1379-FRVEB
Yes,Yes,No,No,No,No,No,No,No,8612-GXIDD
Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,6288-CHQJB
Yes,No,DSL,No,No,No,No,Yes,Yes,8160-HOWOX
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,3023-GFLBR
Yes,No,No,No,No,No,No,No,No,6648-INWPS
Yes,No,DSL,Yes,No,Yes,No,No,Yes,4223-BKEOR
Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,4079-VTGLK
Yes,No,DSL,No,No,No,Yes,No,No,1763-WQFUK
Yes,No,Fiber optic,No,No,Yes,No,No,No,1391-UBDAR
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8894-JVDCV
Yes,No,No,No,No,No,No,No,No,2023-VQFDL
Yes,No,No,No,No,No,No,No,No,1345-GKDZZ
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2014-MKGMH
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,5628-FCGYG
Yes,Yes,No,No,No,No,No,No,No,2560-WBWXF
Yes,Yes,DSL,No,No,No,No,No,No,0248-IPDFW
Yes,No,Fiber optic,No,No,Yes,No,No,No,7978-DKUQH
Yes,No,No,No,No,No,No,No,No,4335-UPJSI
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0524-IAVZO
Yes,No,Fiber optic,No,No,No,No,No,Yes,2737-YNGYW
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1784-EZDKJ
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,9297-FVVDH
Yes,Yes,No,No ,No ,No ,No ,No ,No ,8007-YYPWD
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7101-HRBLJ
Yes,No,Fiber optic,No,No,Yes,No,No,No,5159-YFPKQ
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6635-CPNUN
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,4021-RQSNY
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,5453-YBTWV
Yes,No,No,No ,No ,No ,No ,No ,No ,5039-LZRQT
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,2931-VUVJN
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,9061-TIHDA
Yes,Yes,Fiber optic,No,No,No,No,No,No,8699-ASUFO
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,6418-PIQSP
Yes,No,DSL,Yes,No,Yes,Yes,No,No,8220-OCUFY
Yes,No,DSL,No,No,Yes,No,No,Yes,3995-WFCSM
Yes,No,DSL,No,No,No,No,No,No,1895-QTKDO
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,2038-OEQZH
Yes,No,No,No,No,No,No,No,No,1178-PZGAB
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,7927-AUXBZ
Yes,No,No,No,No,No,No,No,No,2626-VEEWG
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,2878-RMWXY
Yes,No,No,No ,No ,No ,No ,No ,No ,1657-DYMBM
Yes,No,No,No ,No ,No ,No ,No ,No ,7311-MQJCH
Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,7375-WMVMT
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,1136-XGEQU
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,2530-FMFXO
Yes,No,DSL,No,No,No,Yes,No,No,6844-DZKRF
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,4695-WJZUE
Yes,Yes,DSL,Yes,No,No,No,No,No,7619-ODSGN
Yes,No,No,No ,No ,No ,No ,No ,No ,5970-GHJAW
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8879-XUAHX
No,No ,DSL,No,No,No,Yes,No,No,3689-MOZGR
Yes,Yes,No,No,No,No,No,No,No,4195-PNGZS
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,5003-XZWWO
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3988-RQIXO
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7622-FWGEW
Yes,No,No,No ,No ,No ,No ,No ,No ,6922-NCEDI
Yes,No,Fiber optic,No ,No,No,No,Yes,No,2514-GINMM
Yes,Yes,No,No ,No ,No ,No ,No ,No ,9891-NQDBD
Yes,No,No,No ,No ,No ,No ,No ,No ,6131-IUNXN
Yes,Yes,DSL,No ,No,No,Yes,No,Yes,8548-AWOFC
Yes,Yes,DSL,No ,No,Yes,Yes,No,No,9798-DRYDS
Yes,Yes,No,No ,No ,No ,No ,No ,No ,8532-UEFWH
Yes,No,DSL,No,Yes,No,No,Yes,No,6296-DDOOR
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7951-VRDVK
